NODE_ID,ARS_ID,정류소명,X좌표,Y좌표,정류소타입,표준버스정류장ID,총승하차인원,daily_avg_usage,raw_score_bus_cong
121900240,22875,유원아파트,127.0194333,37.49565219,마을버스,121900240,5238.0,174.6,174.6
121900186,22876,더케이호텔후문,127.0341879,37.46599384,마을버스,121900186,1467.2727272727273,48.90909090909091,48.90909090909091
121900178,22877,서리풀터널입구,126.9968,37.4888151,마을버스,121900178,1200.0,40.0,40.0
121900139,22878,현대렉시온오피스텔.파이낸셜뉴스,127.0307256,37.49100059,마을버스,121900139,7088.583333333333,236.2861111111111,236.2861111111111
121900125,22879,서초역3번출구,127.0077861,37.49108433,마을버스,121900125,14228.9375,474.29791666666665,474.29791666666665
121900124,22880,양재근린공원,127.0415088,37.47240909,마을버스,121900124,3823.3333333333335,127.44444444444444,127.44444444444444
121900127,22883,방배유스센터,126.9991554,37.47888542,마을버스,121900127,2563.8,85.46000000000001,85.46000000000001
121900128,22884,서초그랑자이정문,127.0260375,37.48800362,마을버스,121900128,4694.8,156.49333333333334,156.49333333333334
121900129,22885,강남역10번출구,127.0264406,37.49920958,마을버스,121900129,9233.833333333334,307.7944444444445,307.7944444444445
121900130,22887,뱅뱅사거리,127.0303046,37.48923163,마을버스,121900130,5666.0,188.86666666666667,188.86666666666667
121900131,22889,언남고,127.0433501,37.47359429,마을버스,121900131,3168.1666666666665,105.60555555555555,105.60555555555555
121900230,22890,남부터미널.기쁨병원,127.0169521,37.48197951,마을버스,121900230,2669.0,88.96666666666667,88.96666666666667
121900271,22891,방배그랑자이아파트,127.0004098,37.47719213,마을버스,121900271,5882.8,196.09333333333333,196.09333333333333
121900132,22892,풍림아이원,127.0238377,37.48724798,마을버스,121900132,1797.8,59.92666666666666,59.92666666666666
121900133,22893,하이브랜드.코스트코.이마트,127.0361834,37.462368,마을버스,121900133,6065.363636363636,202.17878787878786,202.17878787878786
121900134,22894,서초유스센터,127.0101626,37.48617223,마을버스,121900134,2600.3,86.67666666666668,86.67666666666668
121900231,22895,예술의전당,127.0140414,37.48111032,마을버스,121900231,11331.9,377.72999999999996,377.72999999999996
121900135,22897,교대역6번출구,127.0137374,37.49417187,마을버스,121900135,16690.333333333332,556.3444444444444,556.3444444444444
121900232,22899,신중초등학교,127.0106965,37.47964638,마을버스,121900232,4358.3,145.27666666666667,145.27666666666667
121900136,22900,동덕여고,126.9929415,37.47403997,마을버스,121900136,10770.4,359.0133333333333,359.0133333333333
121900137,22901,국제전자센터,127.0179152,37.48545132,마을버스,121900137,6678.6,222.62,222.62
121900138,22904,국립국악원,127.0073811,37.47794354,마을버스,121900138,2580.2,86.00666666666666,86.00666666666666
121000920,22905,래미안아파트.파이낸셜뉴스,127.029934,37.492482,일반차로,121000920,1878.0,62.6,62.6
121900140,22906,삼호아파트,126.9873076,37.49742741,마을버스,121900140,3415.2,113.83999999999999,113.83999999999999
121900141,22907,방배배수지체육공원,126.9924125,37.47386612,마을버스,121900141,110.8,3.6933333333333334,3.6933333333333334
121900233,22908,남부터미널.한일시멘트,127.014396,37.48475525,마을버스,121900233,8051.0,268.3666666666667,268.3666666666667
121900222,22910,서초1동사무소,127.0196817,37.49035575,마을버스,121900222,3579.0,119.3,119.3
121900323,22911,양재시민의숲매헌역입구,127.037375,37.46929562,마을버스,121900323,993.2,33.10666666666667,33.10666666666667
121900234,22912,방배빌딩,127.0067665,37.4782799,마을버스,121900234,5456.2,181.87333333333333,181.87333333333333
121900142,22913,서래초등학교,126.9883727,37.49573641,마을버스,121900142,4338.6,144.62,144.62
121900143,22915,서초구립중앙노인종합복지관,127.0165819,37.49167896,마을버스,121900143,2164.6,72.15333333333334,72.15333333333334
121900235,22916,삼환아파트,127.0058933,37.48001076,마을버스,121900235,4527.7,150.92333333333332,150.92333333333332
121900144,22920,말죽거리공원사거리,127.0394643,37.47821021,마을버스,121900144,4451.666666666667,148.38888888888889,148.38888888888889
121900145,22922,서초고후문,127.0047485,37.4893769,마을버스,121900145,2031.9,67.73,67.73
121900236,22923,상문고등학교.수표교교회,127.0050035,37.48185626,마을버스,121900236,2979.6,99.32,99.32
121900146,22924,빛교회.이수중앙시장,126.9890269,37.49229336,마을버스,121900146,5576.666666666667,185.88888888888889,185.88888888888889
121900147,22925,현대캐피탈,127.0410922,37.47971901,마을버스,121900147,2453.8333333333335,81.79444444444445,81.79444444444445
121900326,22926,본마을노인복지센터,127.0529607,37.45442445,마을버스,121900326,305.0,10.166666666666666,10.166666666666666
121900325,22927,본마을노인복지센터,127.0530385,37.45453943,마을버스,121900325,256.6,8.553333333333335,8.553333333333335
121900148,22928,방배열린문화센터.가야치과병원,126.9928643,37.4891551,마을버스,121900148,5580.0,186.0,186.0
121900149,22929,카페골목입구,126.9873182,37.49161375,마을버스,121900149,3760.266666666667,125.34222222222223,125.34222222222223
121900150,22930,원불교,127.0426751,37.48143055,마을버스,121900150,2130.0,71.0,71.0
121900151,22931,방배열린문화센터(방배4동주민센터),126.9921144,37.49039408,마을버스,121900151,3473.8,115.79333333333334,115.79333333333334
121900152,22932,방배4동경로당,126.9872326,37.48939252,마을버스,121900152,2057.8,68.59333333333333,68.59333333333333
