행정동코드,총생활인구수,raw_score_floating_pop
9696.1585,678.4246,678.4246
9696.5459,364.3238,364.3238
9696.6882,261.7957,261.7957
9697.0354,154.4119,154.4119
9697.076,112.3452,112.3452
9697.3685,821.3696,821.3696
9698.0184,720.7775,720.7775
9698.0862,63.0868,63.0868
9698.2018,143.535,143.535
9698.3228,112.195,112.195
9698.6485,154.434,154.434
9698.7855,283.729,283.729
9698.8003,542.278,542.278
9699.3687,236.1104,236.1104
9699.4832,125.6487,125.6487
9699.4899,396.1791,396.1791
9699.5044,302.6315,302.6315
9699.5644,330.3061,330.3061
9699.5951,376.6935,376.6935
9700.0648,286.6474,286.6474
9700.2804,288.4403,288.4403
9700.3,446.6714,446.6714
9700.342,772.2853,772.2853
9700.5452,261.1729,261.1729
9700.8933,375.2748,375.2748
9701.2529,305.0312,305.0312
9701.4064,513.789,513.789
9701.5045,280.8646,280.8646
9701.5609,458.0256,458.0256
9701.7113,204.1556,204.1556
9701.7953,392.8131,392.8131
9701.9043,278.0583,278.0583
9701.9058,705.0814,705.0814
9701.969,195.6224,195.6224
9702.0501,235.5035,235.5035
9702.3528,324.7542,324.7542
9702.4565,182.7093,182.7093
9702.5163,145.2586,145.2586
9702.6102,199.6439,199.6439
9702.7967,328.3062,328.3062
9702.8801,355.8889,355.8889
9702.9299,257.8058,257.8058
9702.9923,457.4194,457.4194
9703.3296,546.0632,546.0632
9703.5783,260.0303,260.0303
9703.7669,170.8019,170.8019
9703.9017,350.9859,350.9859
9704.023,457.5683,457.5683
9704.1699,279.1141,279.1141
9704.3525,372.0507,372.0507
9704.5561,451.2817,451.2817
9704.7947,346.0308,346.0308
9704.8349,103.9259,103.9259
9704.8953,415.0303,415.0303
9704.9358,305.9413,305.9413
9705.0446,278.2467,278.2467
9705.6897,253.4121,253.4121
9705.9354,279.1265,279.1265
9705.9945,401.5392,401.5392
9706.2487,282.8286,282.8286
9706.5828,789.6242,789.6242
9706.657,326.1668,326.1668
9706.7461,538.3344,538.3344
9706.8708,290.1553,290.1553
9707.0171,427.2148,427.2148
9707.5466,395.95,395.95
9707.6292,392.4584,392.4584
9708.2598,288.914,288.914
9708.2799,700.3661,700.3661
9708.8859,405.8939,405.8939
9708.9619,321.0318,321.0318
9709.0474,106.1502,106.1502
9709.3324,263.9575,263.9575
9709.4433,440.5816,440.5816
9709.5908,124.3502,124.3502
9709.6549,308.3719,308.3719
9709.668,242.0008,242.0008
9710.0928,500.6995,500.6995
9710.0989,221.8973,221.8973
9710.1702,327.9833,327.9833
9711.0123,663.1577,663.1577
9711.2125,643.1364,643.1364
9711.4015,295.756,295.756
9711.4565,555.9245,555.9245
9711.4872,810.8667,810.8667
9711.6726,381.4804,381.4804
9711.7387,211.5756,211.5756
9711.7713,468.7449,468.7449
9711.8516,70.0808,70.0808
9711.975,408.5926,408.5926
9712.1027,417.7737,417.7737
9712.8373,458.6942,458.6942
9712.9249,159.8393,159.8393
9712.9321,352.4174,352.4174
9713.0831,373.9736,373.9736
9713.1972,80.5086,80.5086
9713.9004,230.6815,230.6815
9713.9652,424.6064,424.6064
9714.1896,146.5778,146.5778
9714.1998,302.7237,302.7237
9714.3231,286.5207,286.5207
9714.7734,683.7451,683.7451
9715.0918,340.9765,340.9765
9715.4181,33.6089,33.6089
9715.5461,282.7593,282.7593
9715.6152,683.7956,683.7956
9715.7495,312.1933,312.1933
9715.8328,304.133,304.133
9715.8796,434.4519,434.4519
9715.987,248.4425,248.4425
9716.297,531.5754,531.5754
9716.5333,326.9533,326.9533
9716.6317,619.8704,619.8704
9716.8264,770.6427,770.6427
9716.8551,156.283,156.283
9716.9303,123.9373,123.9373
9716.9571,226.7352,226.7352
9717.3028,228.2914,228.2914
9717.4706,381.3821,381.3821
9717.5534,152.4965,152.4965
9717.5769,273.5596,273.5596
9717.8149,571.0876,571.0876
9717.8288,102.2501,102.2501
9717.8728,209.6401,209.6401
9718.0399,263.6329,263.6329
9718.3333,288.5392,288.5392
9718.3936,431.4422,431.4422
9718.515,293.2426,293.2426
9718.9373,267.5047,267.5047
9719.0811,717.1006,717.1006
9719.3097,35.0206,35.0206
9719.4055,324.3868,324.3868
9719.5548,129.282,129.282
9719.6779,274.2477,274.2477
9720.1237,487.3007,487.3007
9720.791,284.2381,284.2381
9720.808,522.613,522.613
9721.1592,262.6643,262.6643
9721.2774,454.3547,454.3547
9721.4146,323.7809,323.7809
9721.5302,194.1314,194.1314
9721.6311,910.7929,910.7929
9722.283,559.0778,559.0778
9722.4922,287.7514,287.7514
9722.5575,354.4755,354.4755
9722.9201,281.6408,281.6408
9723.0786,336.9182,336.9182
9723.2711,791.33,791.33
9723.3309,325.7123,325.7123
9723.4507,447.8735,447.8735
9723.539,264.7798,264.7798
9723.5976,341.1464,341.1464
9723.6103,181.8445,181.8445
9723.7103,210.2883,210.2883
9723.8999,237.935,237.935
9724.2454,342.7938,342.7938
9724.2589,355.3879,355.3879
9724.6704,152.2065,152.2065
9724.8953,184.402,184.402
9724.9942,384.5212,384.5212
9725.284,305.5436,305.5436
9725.3115,398.2886,398.2886
9725.3483,461.4034,461.4034
9725.3718,776.8023,776.8023
9725.4111,285.2883,285.2883
9725.6436,229.8825,229.8825
9725.8987,428.425,428.425
9726.0367,366.0518,366.0518
9726.125,348.4483,348.4483
9726.1641,728.6772,728.6772
9726.3413,316.8173,316.8173
9726.545,734.2168,734.2168
9726.8831,120.2779,120.2779
9726.9797,450.5805,450.5805
9726.9811,167.2785,167.2785
9727.0594,399.6432,399.6432
9727.3828,530.6726,530.6726
9727.4028,266.3374,266.3374
9727.6369,522.4173,522.4173
9727.6756,548.7688,548.7688
9728.2459,881.2794,881.2794
9728.7757,398.8895,398.8895
9728.8477,222.7441,222.7441
9728.8508,162.3026,162.3026
9728.9946,282.548,282.548
9729.0279,451.134,451.134
9729.1801,86.0129,86.0129
9729.5379,280.3709,280.3709
9729.8443,724.5197,724.5197
9729.9672,255.7631,255.7631
9730.0698,392.7268,392.7268
9730.6467,282.2601,282.2601
9731.0635,135.9101,135.9101
9731.1472,754.8954,754.8954
9731.4316,406.4836,406.4836
9731.4829,761.3035,761.3035
9731.5796,262.569,262.569
9731.5852,377.3207,377.3207
9731.7044,606.8766,606.8766
9731.8412,122.1954,122.1954
9731.8583,341.6973,341.6973
9731.8856,269.238,269.238
9731.9294,331.3999,331.3999
9731.9504,204.6519,204.6519
9731.9901,227.5199,227.5199
9732.2307,110.4575,110.4575
9732.3151,357.7474,357.7474
9732.3926,424.6109,424.6109
9732.5185,269.8022,269.8022
9732.5241,284.999,284.999
9732.5562,434.7324,434.7324
9732.6031,252.5307,252.5307
9733.1238,282.0767,282.0767
9733.4668,379.5653,379.5653
9733.5108,331.5753,331.5753
9733.7602,482.4859,482.4859
9733.7873,397.3316,397.3316
9733.8118,301.256,301.256
9734.0015,748.4752,748.4752
9734.0364,30.0268,30.0268
9735.3432,137.5244,137.5244
9735.5243,80.8038,80.8038
9735.5643,284.3781,284.3781
9735.756,318.329,318.329
9735.8491,784.3607,784.3607
9735.9371,419.218,419.218
9736.0439,310.314,310.314
9736.1031,360.5242,360.5242
9736.2612,238.0569,238.0569
9736.4052,279.2313,279.2313
9736.555,300.2477,300.2477
9736.936,226.7086,226.7086
9737.0166,925.8719,925.8719
9737.7501,441.376,441.376
9737.7704,839.8455,839.8455
9737.8078,738.7918,738.7918
9738.1998,242.7489,242.7489
9738.4133,523.1754,523.1754
9738.446,247.9607,247.9607
9738.5918,699.3392,699.3392
9738.731,583.0456,583.0456
9738.7629,360.0012,360.0012
9738.8881,286.7972,286.7972
9738.9017,287.091,287.091
9738.926,782.6381,782.6381
9738.9417,292.6764,292.6764
9739.0207,319.5205,319.5205
9739.1627,301.2331,301.2331
9739.1993,265.7047,265.7047
9739.2493,157.9821,157.9821
9739.5681,308.0981,308.0981
9739.7847,286.1424,286.1424
9740.0168,449.2052,449.2052
9740.2617,245.9863,245.9863
9740.3606,236.7528,236.7528
9740.4451,592.348,592.348
9740.5267,452.011,452.011
9740.596,126.0701,126.0701
9741.2564,320.6956,320.6956
9741.8293,276.5541,276.5541
9742.0127,281.8559,281.8559
9742.0258,255.901,255.901
9742.3232,124.6057,124.6057
9742.5725,425.1065,425.1065
9742.5842,196.123,196.123
9742.6248,272.4471,272.4471
9742.9052,846.7866,846.7866
9743.385,365.0109,365.0109
9743.4038,250.4352,250.4352
9743.4197,138.4705,138.4705
9743.4251,506.9311,506.9311
9743.4861,27.0457,27.0457
9743.646,224.113,224.113
9743.8674,392.202,392.202
9743.9995,242.3209,242.3209
9744.0342,805.8917,805.8917
9744.0786,239.1768,239.1768
9744.126,87.6702,87.6702
9744.3769,487.0893,487.0893
9744.3871,176.0942,176.0942
9744.673,275.4049,275.4049
9744.7719,174.3382,174.3382
9745.0269,588.6434,588.6434
9745.1107,320.685,320.685
9745.1478,292.4228,292.4228
9745.268,170.3664,170.3664
9745.583,443.6254,443.6254
9746.0094,716.1626,716.1626
9746.0332,265.8242,265.8242
9746.0337,33.4493,33.4493
9746.15,335.7852,335.7852
9746.2479,84.1631,84.1631
9746.3123,264.663,264.663
9746.4141,433.4815,433.4815
9746.5496,132.9916,132.9916
9746.6329,387.4197,387.4197
9746.6557,227.4767,227.4767
9747.2659,743.4796,743.4796
9747.4553,181.8648,181.8648
9747.5062,326.5867,326.5867
9747.5529,352.8107,352.8107
9747.6129,170.0062,170.0062
9747.754,442.9159,442.9159
9747.7719,304.9516,304.9516
9748.5193,445.968,445.968
9748.6136,803.1102,803.1102
9748.8899,90.7829,90.7829
9748.9092,337.1336,337.1336
9749.0,197.8282,197.8282
9749.3144,155.4541,155.4541
9749.9552,893.7681,893.7681
9749.9856,384.1824,384.1824
9750.1785,891.3107,891.3107
9750.2752,79.8833,79.8833
9750.3202,217.7688,217.7688
9750.5436,281.1255,281.1255
9750.5546,289.955,289.955
9750.6126,256.7868,256.7868
9750.8402,186.1539,186.1539
9751.0418,702.1368,702.1368
9751.5437,242.908,242.908
9751.7658,347.0495,347.0495
9752.0376,190.7392,190.7392
9752.0946,596.6077,596.6077
9752.2223,172.9756,172.9756
9752.2384,273.7843,273.7843
9752.2619,247.1832,247.1832
9752.391,392.4226,392.4226
9752.4847,173.3982,173.3982
9752.4936,351.5446,351.5446
9752.5433,393.3611,393.3611
9752.5502,306.3163,306.3163
9753.0289,431.4408,431.4408
9753.4343,259.9702,259.9702
9753.4525,281.8999,281.8999
9753.9476,298.6702,298.6702
9753.9647,396.9893,396.9893
9754.3466,443.9306,443.9306
9754.3852,152.0839,152.0839
9754.6033,215.4252,215.4252
9754.614,332.6784,332.6784
9754.6588,194.3286,194.3286
9754.804,368.741,368.741
9754.8941,368.0393,368.0393
9754.9548,812.3639,812.3639
9755.0605,333.1198,333.1198
9755.1806,881.8909,881.8909
9755.2407,304.6312,304.6312
9755.3636,857.6327,857.6327
9755.742,250.783,250.783
9755.8407,347.5047,347.5047
9755.8594,408.0813,408.0813
9756.0488,70.4041,70.4041
9756.2381,101.4415,101.4415
9756.2637,328.1679,328.1679
9756.5619,441.4522,441.4522
9756.8203,311.3828,311.3828
9756.8706,429.8284,429.8284
9756.9002,377.8009,377.8009
9757.0558,354.1197,354.1197
9757.0633,268.6539,268.6539
9757.2088,887.9294,887.9294
9757.2615,440.0744,440.0744
9757.2742,341.9828,341.9828
9757.2935,231.022,231.022
9757.3406,173.2419,173.2419
9757.7731,371.8889,371.8889
9757.871,248.6178,248.6178
9757.9085,142.1623,142.1623
9757.9133,118.8653,118.8653
9758.0185,362.618,362.618
9758.0268,485.0585,485.0585
9758.0411,563.9141,563.9141
9758.0703,389.3027,389.3027
9758.0885,305.4151,305.4151
9758.9229,275.124,275.124
9759.0435,295.4271,295.4271
9759.338,363.3289,363.3289
9759.3932,265.9342,265.9342
9759.6696,137.6122,137.6122
9759.9267,393.1583,393.1583
9759.9295,313.0712,313.0712
9760.1392,435.8895,435.8895
9760.1684,183.3967,183.3967
9760.3978,379.521,379.521
9760.8086,52.0444,52.0444
9760.9368,458.1396,458.1396
9760.966,299.5379,299.5379
9760.9729,482.8437,482.8437
9760.9894,287.6368,287.6368
9761.0226,769.6362,769.6362
9761.3885,449.9276,449.9276
9761.4377,228.6998,228.6998
9761.5377,97.1564,97.1564
9761.5493,301.3156,301.3156
9761.6363,350.8844,350.8844
9761.7901,374.378,374.378
9762.006,324.4008,324.4008
9762.2973,114.0109,114.0109
9762.603,451.7884,451.7884
9762.9429,327.9775,327.9775
9762.9851,91.0088,91.0088
9763.0605,337.6553,337.6553
9763.1591,290.9794,290.9794
9763.5188,226.9647,226.9647
9763.5507,249.097,249.097
9763.6755,98.2841,98.2841
9763.952,484.7658,484.7658
9764.4151,582.7003,582.7003
9764.5589,455.3849,455.3849
9764.7466,262.5438,262.5438
9764.9991,305.5924,305.5924
9765.02,801.0934,801.0934
9765.1572,192.7478,192.7478
9765.3806,391.1607,391.1607
9765.622,383.4517,383.4517
9765.8311,600.3862,600.3862
9766.0754,237.1491,237.1491
9766.2643,231.0121,231.0121
9766.6411,280.8005,280.8005
9766.8114,70.2485,70.2485
9766.8706,122.3195,122.3195
9766.9847,59.3572,59.3572
9766.9982,293.0622,293.0622
9767.3111,338.6213,338.6213
9767.3379,736.0965,736.0965
9767.4303,602.9679,602.9679
9767.8367,356.3951,356.3951
9767.974,707.5377,707.5377
9767.996,333.9833,333.9833
9768.1974,378.9114,378.9114
9768.233,305.5175,305.5175
9768.2514,542.8935,542.8935
9768.2899,98.3864,98.3864
9768.661,276.9399,276.9399
9769.0846,297.7134,297.7134
9769.3809,354.8416,354.8416
9770.4536,360.2117,360.2117
9770.695,229.3625,229.3625
9770.7865,306.5448,306.5448
9770.8712,203.712,203.712
9770.9581,241.5609,241.5609
9771.1095,780.6109,780.6109
9771.4998,276.6554,276.6554
9771.6979,127.5189,127.5189
9771.825,329.3652,329.3652
9772.1173,367.2728,367.2728
9772.3766,454.2415,454.2415
9772.4589,458.1061,458.1061
9772.5269,315.1648,315.1648
9772.5373,441.3411,441.3411
9772.5439,302.4603,302.4603
9772.6025,278.1788,278.1788
9772.8435,200.969,200.969
9772.8465,293.1583,293.1583
9772.9322,258.3847,258.3847
9772.9562,509.7445,509.7445
9773.0467,316.0764,316.0764
9773.1372,315.0009,315.0009
9773.1873,384.4967,384.4967
9773.3308,347.8333,347.8333
9773.4377,117.5364,117.5364
9773.6335,679.0058,679.0058
9773.8149,378.3904,378.3904
9774.1305,436.4548,436.4548
9774.2407,657.247,657.247
9774.3772,333.5963,333.5963
9774.5286,137.9938,137.9938
9774.6484,137.5233,137.5233
9774.8742,176.0124,176.0124
9775.0276,629.4923,629.4923
9775.0654,154.3178,154.3178
9775.2049,571.9521,571.9521
9775.2399,728.4988,728.4988
9775.419,489.7508,489.7508
9775.4212,230.3595,230.3595
9775.448,23.0964,23.0964
9775.4594,258.1277,258.1277
9775.507,134.2342,134.2342
9775.7636,366.6692,366.6692
9775.8466,148.9559,148.9559
9775.9277,227.0162,227.0162
9776.1443,807.005,807.005
9776.4506,339.3736,339.3736
9776.8631,215.515,215.515
9777.2349,343.2981,343.2981
9777.3981,236.9538,236.9538
9777.7224,230.4273,230.4273
9777.7899,734.8474,734.8474
9777.893,739.506,739.506
9777.9862,63.2021,63.2021
9778.3511,82.5126,82.5126
9778.7706,490.608,490.608
9778.8008,12.7948,12.7948
9778.8136,384.2676,384.2676
9778.8841,535.9722,535.9722
9778.8934,292.9572,292.9572
9778.9272,349.3694,349.3694
9778.956,374.632,374.632
9779.0083,169.1981,169.1981
9779.2376,308.2661,308.2661
9779.298,266.0893,266.0893
9779.4357,441.4013,441.4013
9779.6019,344.9964,344.9964
9779.8199,497.2308,497.2308
9779.8776,43.666,43.666
9780.0053,220.7983,220.7983
9780.2898,395.7623,395.7623
9780.3078,263.9568,263.9568
9780.3681,447.2769,447.2769
9780.8459,174.0507,174.0507
9780.8767,266.049,266.049
9780.9275,393.0035,393.0035
9780.934,231.298,231.298
9780.9601,112.6024,112.6024
9781.032,231.2082,231.2082
9781.1614,295.066,295.066
9781.5845,233.7282,233.7282
9782.0059,192.3902,192.3902
9782.3367,269.6199,269.6199
9782.7411,344.4277,344.4277
9782.7997,224.1112,224.1112
9782.8795,233.1606,233.1606
9783.0309,537.9161,537.9161
9783.2063,334.8308,334.8308
9783.5833,255.4317,255.4317
9783.9407,521.1286,521.1286
9784.2505,413.4913,413.4913
9784.3747,328.3412,328.3412
9784.7298,294.8184,294.8184
9784.9372,232.6882,232.6882
9784.9458,67.3736,67.3736
9785.0519,300.5055,300.5055
9785.3482,612.9322,612.9322
9785.5573,349.6257,349.6257
9785.6293,250.7027,250.7027
9785.6959,255.4601,255.4601
9785.7343,280.6278,280.6278
9785.8318,550.0385,550.0385
9785.9377,346.7134,346.7134
9785.9968,754.0176,754.0176
9786.4736,271.155,271.155
9786.4763,350.5385,350.5385
9786.5814,161.0099,161.0099
9786.6914,232.9901,232.9901
9787.0552,240.5943,240.5943
9787.6127,548.1437,548.1437
9787.6265,275.6282,275.6282
9787.7398,156.9961,156.9961
9787.9503,232.2512,232.2512
9787.9849,321.2322,321.2322
9788.0573,476.1731,476.1731
9788.0678,266.0381,266.0381
9788.3156,127.266,127.266
9788.4107,147.4944,147.4944
9788.45,557.519,557.519
9788.6012,310.7164,310.7164
9788.6739,571.1119,571.1119
9788.8244,130.4469,130.4469
9788.9052,589.7618,589.7618
9788.927,192.7536,192.7536
9789.4581,642.1045,642.1045
9790.007,249.231,249.231
9790.7604,119.0288,119.0288
9790.9245,454.1219,454.1219
9791.2217,320.9032,320.9032
9791.2763,733.2867,733.2867
9791.3719,496.9678,496.9678
9791.6651,408.7615,408.7615
9791.8528,319.1095,319.1095
9792.1997,428.6643,428.6643
9792.3158,402.7542,402.7542
9792.429,475.3598,475.3598
9792.4826,421.0994,421.0994
9793.0766,276.1936,276.1936
9793.303,335.0249,335.0249
9793.3668,562.6234,562.6234
9793.4084,436.0823,436.0823
9793.6674,529.2635,529.2635
9793.8144,427.6611,427.6611
9794.145,293.1806,293.1806
9794.2889,373.2738,373.2738
9794.3357,449.7831,449.7831
9794.6845,227.53,227.53
9795.0066,206.6877,206.6877
9795.083,737.4358,737.4358
9795.1384,273.7718,273.7718
9795.1631,258.3756,258.3756
9795.1679,285.3333,285.3333
9795.4117,107.2906,107.2906
9795.6043,551.0481,551.0481
9795.9722,511.393,511.393
9796.4207,318.1858,318.1858
9796.6894,791.8761,791.8761
9796.8747,356.7637,356.7637
9797.0437,126.0437,126.0437
9797.0777,53.3809,53.3809
9797.1683,259.2273,259.2273
9797.2011,419.6363,419.6363
9797.4093,768.4691,768.4691
9797.7734,251.664,251.664
9798.2545,94.8792,94.8792
9798.6933,687.9037,687.9037
9798.7758,720.4863,720.4863
9799.0102,376.5227,376.5227
9799.0333,319.7475,319.7475
9799.1683,412.5292,412.5292
9800.0717,479.4359,479.4359
9800.2749,480.5855,480.5855
9800.3411,288.0923,288.0923
9800.572,49.062,49.062
9800.8899,601.8421,601.8421
9801.0578,366.7486,366.7486
9801.2716,236.8267,236.8267
9801.4887,326.3831,326.3831
9801.5654,292.648,292.648
9801.6243,241.0293,241.0293
9801.8959,84.0982,84.0982
9802.0446,66.7436,66.7436
9802.168,386.7168,386.7168
9802.2881,301.788,301.788
9802.4354,270.4519,270.4519
9802.4995,319.0913,319.0913
9802.68,769.5391,769.5391
9802.7521,281.4978,281.4978
9802.7776,162.7443,162.7443
9802.8407,880.6295,880.6295
9803.0547,337.9089,337.9089
9803.2801,283.9396,283.9396
9803.9116,303.7432,303.7432
9804.032,825.4213,825.4213
9804.0529,160.9831,160.9831
9804.1022,440.7341,440.7341
9804.2931,209.2753,209.2753
9804.4055,604.7039,604.7039
9804.5626,128.9239,128.9239
9804.6656,22.0048,22.0048
9804.7384,288.5068,288.5068
9804.9253,369.994,369.994
9804.9528,309.5195,309.5195
9804.9771,280.5098,280.5098
9805.0132,137.8499,137.8499
9805.1303,423.1991,423.1991
9805.2203,158.552,158.552
9805.5144,734.1827,734.1827
9805.5604,275.3227,275.3227
9805.7465,928.8294,928.8294
9805.9444,445.2809,445.2809
9805.9878,147.9588,147.9588
9806.2148,521.4079,521.4079
9806.5855,79.6135,79.6135
9807.0132,250.2386,250.2386
9807.8286,316.1465,316.1465
9807.9519,305.1956,305.1956
9808.0023,408.0126,408.0126
9808.2428,297.148,297.148
9808.3197,347.5604,347.5604
9808.3606,353.5918,353.5918
9808.5244,299.2388,299.2388
9808.6257,439.39,439.39
9808.6436,286.2438,286.2438
9808.6603,386.6411,386.6411
9808.7903,569.5957,569.5957
9808.9005,233.4459,233.4459
9808.9263,316.4978,316.4978
9809.1031,432.7483,432.7483
9809.8876,330.8062,330.8062
9810.3449,234.0162,234.0162
9810.6866,271.448,271.448
9810.8974,255.3258,255.3258
9811.0386,563.4482,563.4482
9811.0532,321.0196,321.0196
9811.3929,229.3354,229.3354
9811.6121,377.4708,377.4708
9812.0492,873.3626,873.3626
9812.0554,241.1785,241.1785
9812.0855,296.8281,296.8281
9812.233,775.7726,775.7726
9812.4333,330.3592,330.3592
9812.4612,514.3522,514.3522
9812.783,332.3727,332.3727
9813.2316,183.8453,183.8453
9813.3318,166.708,166.708
9813.366,301.3111,301.3111
9813.4495,380.0714,380.0714
9813.4665,111.4475,111.4475
9813.4722,526.6685,526.6685
9814.0166,297.1553,297.1553
9814.381,807.2445,807.2445
9814.4866,246.8374,246.8374
9814.5667,393.1822,393.1822
9814.7843,271.2477,271.2477
9815.1055,164.2062,164.2062
9815.4991,473.7497,473.7497
9815.5883,310.7851,310.7851
9815.6528,321.5583,321.5583
9815.8311,592.3604,592.3604
9815.9591,399.3037,399.3037
9816.1558,293.126,293.126
9816.1821,244.9031,244.9031
9817.2783,305.5235,305.5235
9817.5011,73.7805,73.7805
9817.6406,376.3373,376.3373
9817.6655,390.4835,390.4835
9817.9571,425.474,425.474
9817.9968,95.1459,95.1459
9818.3601,209.8559,209.8559
9818.9662,263.1434,263.1434
9819.0987,434.7587,434.7587
9819.1522,304.5934,304.5934
9819.6211,314.6671,314.6671
9819.6682,339.0358,339.0358
9819.7054,138.6517,138.6517
9819.8124,329.2382,329.2382
9820.0136,644.0744,644.0744
9820.0144,372.5956,372.5956
9820.2981,478.8291,478.8291
9820.3335,647.0898,647.0898
9820.6414,265.8851,265.8851
9820.8924,301.3649,301.3649
9821.3013,409.6232,409.6232
9821.386,533.234,533.234
9821.5337,287.513,287.513
9821.8899,339.1542,339.1542
9822.0667,432.0595,432.0595
9822.1674,723.2503,723.2503
9822.5669,297.2509,297.2509
9822.6256,202.6352,202.6352
9822.6851,781.944,781.944
9823.09,283.6033,283.6033
9823.1247,322.7236,322.7236
9823.2928,381.0378,381.0378
9823.4581,280.7008,280.7008
9823.5041,369.5141,369.5141
9823.7496,375.0117,375.0117
9823.8449,790.3886,790.3886
9824.0667,966.555,966.555
9824.0904,262.0882,262.0882
9824.2073,243.6548,243.6548
9824.2607,263.0259,263.0259
9824.2918,899.2198,899.2198
9824.3059,510.9551,510.9551
9824.4942,856.0219,856.0219
9824.8098,669.1444,669.1444
9825.0548,374.6982,374.6982
9825.3126,457.3854,457.3854
9825.3921,843.6068,843.6068
9825.4382,781.2262,781.2262
9825.6773,113.5852,113.5852
9825.8434,392.7831,392.7831
9825.9825,139.2715,139.2715
9826.1843,357.1992,357.1992
9826.4906,211.5711,211.5711
9826.5055,528.4812,528.4812
9826.7022,320.7583,320.7583
9826.7366,195.3469,195.3469
9826.8745,305.2584,305.2584
9827.0944,542.8638,542.8638
9827.2704,380.1143,380.1143
9827.4735,703.0806,703.0806
9827.5063,243.3845,243.3845
9827.7676,417.0866,417.0866
9827.7687,298.4319,298.4319
9828.0046,298.1549,298.1549
9828.0359,273.8894,273.8894
9828.1757,256.5374,256.5374
9828.464,784.0143,784.0143
9828.6624,524.661,524.661
9828.7928,802.5538,802.5538
9829.2054,286.1061,286.1061
9829.216,191.1967,191.1967
9829.4088,331.4614,331.4614
9829.716,425.7903,425.7903
9829.8093,290.0293,290.0293
9829.8242,135.5695,135.5695
9830.0561,651.7794,651.7794
9830.097,354.6191,354.6191
9831.0181,163.5038,163.5038
9831.2298,352.3657,352.3657
9831.4542,635.3715,635.3715
9831.5274,275.3729,275.3729
9831.8511,785.7239,785.7239
9832.0844,755.5777,755.5777
9832.274,350.5004,350.5004
9832.2876,242.2287,242.2287
9832.5363,356.1768,356.1768
9832.5849,833.5861,833.5861
9832.7944,265.8704,265.8704
9833.3946,149.6344,149.6344
9833.4974,157.4234,157.4234
9834.3397,147.1721,147.1721
9834.3918,233.9917,233.9917
9834.834,335.3152,335.3152
9834.9122,533.5775,533.5775
9835.0209,225.0297,225.0297
9835.2289,128.1417,128.1417
9835.2468,316.8167,316.8167
9835.4068,589.0351,589.0351
9835.6055,285.9482,285.9482
9835.6439,432.3228,432.3228
9835.8225,312.7383,312.7383
9835.8316,329.1184,329.1184
9837.1779,428.5791,428.5791
9837.6096,706.1148,706.1148
9837.6496,329.8619,329.8619
9837.7902,186.0712,186.0712
9837.8924,228.5264,228.5264
9838.3833,338.0016,338.0016
9838.483,225.9194,225.9194
9838.6766,294.9595,294.9595
9838.7506,751.1653,751.1653
9839.0005,196.2088,196.2088
9839.1465,180.2431,180.2431
9839.179,85.9774,85.9774
9839.4494,347.0716,347.0716
9839.4825,560.6615,560.6615
9839.8809,370.5175,370.5175
9839.9557,683.2589,683.2589
9840.1883,415.2213,415.2213
9840.2865,295.7586,295.7586
9840.3885,85.0396,85.0396
9840.4786,147.2026,147.2026
9840.8897,348.4225,348.4225
9840.9354,300.2741,300.2741
9840.9987,310.0918,310.0918
9841.4434,295.7084,295.7084
9841.7236,275.0369,275.0369
9841.8268,362.6648,362.6648
9841.8592,183.0782,183.0782
9841.9288,456.2056,456.2056
9841.9649,110.5137,110.5137
9841.9915,95.1719,95.1719
9842.5893,110.7841,110.7841
9842.9488,56.5431,56.5431
9843.3104,44.2826,44.2826
9843.486,321.5567,321.5567
9843.6833,877.6395,877.6395
9843.7009,560.7166,560.7166
9843.7432,303.2701,303.2701
9843.9264,157.7493,157.7493
9844.0975,271.1269,271.1269
9844.5681,123.6758,123.6758
9844.6898,266.72,266.72
9844.8627,304.4011,304.4011
9844.9473,901.868,901.868
9845.0248,279.81,279.81
9845.064,429.8106,429.8106
9845.1575,288.5715,288.5715
9845.2797,735.7677,735.7677
9845.4681,116.0924,116.0924
9845.8387,311.1281,311.1281
9845.846,230.6301,230.6301
9845.9007,112.6698,112.6698
9845.9616,287.4557,287.4557
9846.1203,421.987,421.987
9846.1388,285.4306,285.4306
9846.2117,617.5246,617.5246
9846.2292,60.9881,60.9881
9846.6062,431.5994,431.5994
9846.6722,397.0686,397.0686
9846.7483,303.2643,303.2643
9846.8064,295.0362,295.0362
9847.0365,876.7695,876.7695
9847.1466,384.2037,384.2037
9847.1589,232.5769,232.5769
9847.4619,256.2819,256.2819
9847.4783,394.136,394.136
9847.5667,308.4617,308.4617
9848.3418,438.4711,438.4711
9848.5589,261.9984,261.9984
9848.5799,754.7192,754.7192
9848.6282,881.8904,881.8904
9848.6347,66.8831,66.8831
9848.7145,808.904,808.904
9848.8935,376.9073,376.9073
9848.9082,145.4407,145.4407
9849.0096,302.6769,302.6769
9849.2045,331.1457,331.1457
9849.2426,369.7316,369.7316
9849.2854,298.9154,298.9154
9849.3484,205.4886,205.4886
9849.4726,319.4832,319.4832
9850.1007,210.9318,210.9318
9850.2952,124.2359,124.2359
9850.4629,325.3527,325.3527
9850.8719,165.7321,165.7321
9851.2981,446.2807,446.2807
9851.4138,568.5711,568.5711
9852.0199,285.4499,285.4499
9852.0271,79.0854,79.0854
