사업장명,도로명주소,raw_score_noise_pub,경도,위도
금,서울특별시 구로구 경인로20나길 6 (오류동),1.0,126.8405057812946,37.4951965640736
도깨비,서울특별시 관악구 신림로66길 10 (신림동),1.0,126.92736885620494,37.485310789847375
탐탐,"서울특별시 송파구 올림픽로32길 5, 지하1층 (방이동)",1.0,127.10612626162984,37.515586740611845
레이블,"서울특별시 강남구 도산대로 205, 선샤인호텔 별관2,3층 (신사동)",1.0,127.02585626240689,37.520540385181754
담이 노래빠,"서울특별시 구로구 경인로23길 8, 202호 (오류동, 대서프라자 202호)",1.0,126.84119879849771,37.49676340825884
필 노래바,"서울특별시 구로구 경인로23길 8 (오류동,204호)",1.0,126.84119879849771,37.49676340825884
별빛노래룸,"서울특별시 관악구 신림로 367, 지하1층 (신림동)",1.0,126.92583189655541,37.48713124925235
우주노래빠,서울특별시 관악구 신림동길 3 (신림동),1.0,126.92547431788002,37.48730421602701
99,"서울특별시 관악구 신림로68길 9, 지하1층 (신림동)",1.0,126.92697593658863,37.48660885766666
금보노래바,서울특별시 관악구 난곡로 317 (신림동),1.0,126.9113395751414,37.48231602383009
놀이터,"서울특별시 송파구 올림픽로32길 12, 지상2층 (방이동)",1.0,127.10607556658474,37.51499606072093
썸 노래,"서울특별시 송파구 올림픽로8길 12, 지하1층 (잠실동, 지하1층)",1.0,127.07712629819521,37.510567104297515
맨체스터,"서울특별시 금천구 시흥대로 222, 지하1층 (시흥동)",1.0,126.89839323792262,37.45370285129555
요요~뮤직타운,"서울특별시 송파구 올림픽로32길 10-1 (방이동,(2층))",1.0,127.10603239079286,37.51509782244225
고향역,"서울특별시 영등포구 영등포로 169-1, 지하1층 (당산동1가)",1.0,126.89769252564605,37.520889143175914
초코파이,"서울특별시 관악구 신림로66길 20 (신림동,48,49지하1층)",1.0,126.92793599117748,37.4854113208831
S노래빠,서울특별시 관악구 난곡로66길 7 (신림동),1.0,126.91189946053316,37.482696963599984
수,"서울특별시 관악구 시흥대로 570, 지하1층 (신림동)",1.0,126.89957599388318,37.483538043053045
삐삐노래빠,"서울특별시 관악구 난곡로65길 3 (신림동, 지하1층)",1.0,126.9111615889249,37.482286326442185
당근 노래바,"서울특별시 관악구 신림로 363, 지하1층 (신림동)",1.0,126.92606121607596,37.486548988649744
룰루랄라,"서울특별시 금천구 남부순환로 1262 (가산동, 지하1층)",1.0,126.88813597095454,37.47884605070698
썸,"서울특별시 종로구 새문안로5가길 3 (당주동,외 2필지(지하1층))",1.0,126.97146539146354,37.57239736044283
보신각,서울특별시 종로구 종로8길 21 (관철동),1.0,126.98123300344902,37.56907129933285
호림,,1.0,126.98416214865418,37.57233272023686
뉴 유성 메들리,"서울특별시 종로구 청계천로 237 (종로5가,16,27,28)",1.0,127.00110087453587,37.56993335701418
삼바,"서울특별시 관악구 신림동길 7, 정우빌딩 지하1층 (신림동)",1.0,126.92507825747501,37.487275469006754
상주집,서울특별시 종로구 대학로2길 4 (종로5가),1.0,126.99941355191642,37.571401177963196
자몽노래크럽,서울특별시 관악구 신림로 355 (신림동),1.0,126.92630577004299,37.486036724374415
자이노래빠,서울특별시 관악구 난곡로66길 14 (신림동),1.0,126.91233160026827,37.482514414508245
딸기,서울특별시 관악구 남부순환로 1588 (신림동),1.0,126.92418912345083,37.48365902311685
하이 노래밤,"서울특별시 관악구 과천대로 945, 지하1층 (남현동)",1.0,126.97850471994155,37.47498371516813
골든벨노래바,서울특별시 관악구 남부순환로 1472 (신림동),1.0,126.91113165011674,37.481408942333296
노래하는탑스타,"서울특별시 관악구 남현1길 68-14 (남현동,가호)",1.0,126.97823676224105,37.47523279836384
주색 노래빠,"서울특별시 관악구 남부순환로 1615, 지하1층 (신림동)",1.0,126.92721053421572,37.48454206522571
호박 노래빠,서울특별시 관악구 난곡로66길 6 (신림동),1.0,126.91191781168887,37.48242105915729
콰트로,"서울특별시 강남구 테헤란로28길 3-10, 지하1층 (역삼동)",1.0,127.03659452959391,37.50099235578032
엠(M)노래밤,"서울특별시 강남구 삼성로91길 24 (삼성동,지하1층)",1.0,127.05130359689093,37.50680712162822
오로라,"서울특별시 강남구 테헤란로20길 5 (역삼동,지하1층)",1.0,127.03145528795672,37.49943768117418
타이밍1,"서울특별시 강남구 테헤란로69길 8, 지상4층,지상5층 (삼성동)",1.0,127.04997043265836,37.50644575911338
멜로디이,"서울특별시 강남구 테헤란로33길 6-7 (역삼동,지하1층, 지하2층)",1.0,127.03720752240797,37.50262143969361
탑시크릿노래바Q,"서울특별시 강남구 강남대로62길 12 (역삼동,지하1층)",1.0,127.02961467701921,37.49028946621686
주유소,"서울특별시 강남구 선릉로92길 6 (삼성동,지상2,3층)",1.0,127.04624771135671,37.50522680123615
씨엔엔CNN3,"서울특별시 강남구 테헤란로77길 9, 지상3층 (삼성동)",1.0,127.05149472485054,37.50708128416996
타이밍,"서울특별시 강남구 테헤란로69길 8, 지상2층, 지상3층 (삼성동)",1.0,127.04997043265836,37.50644575911338
야시,,1.0,,
썸,"서울특별시 영등포구 여의대방로 394 (여의도동,우정빌딩204호)",1.0,126.92990626928103,37.51933077053099
청개구리,"서울특별시 영등포구 도신로60길 1, 지하1층 (신길동)",1.0,126.9143455611989,37.511668951446836
