사업장명,도로명주소,raw_score_noise_pub,경도,위도
더서울(The Seoul),"서울특별시 용산구 이태원로 221, 지하1층 (한남동, 임피리얼팰리스 부티크호텔)",1.0,126.99534650677661,37.535244297786875
가요무대,서울특별시 성동구 왕십리로 291-2 (행당동),1.0,127.03303687849196,37.56017372399102
쎄븐,서울특별시 성동구 광나루로 315 (송정동),1.0,127.06193681357925,37.5483628129931
빵빵,서울특별시 성동구 광나루로 323 (송정동),1.0,127.0627845119484,37.54843220029225
월드컵노래주점,서울특별시 성동구 고산자로 293 (홍익동),1.0,127.03315324767604,37.56582073638384
루비 노래클럽,서울특별시 성동구 왕십리로 284 (행당동),1.0,127.03405037211887,37.5598095730631
헤라(HERA),서울특별시 성동구 무학로2길 43 (도선동),1.0,127.0315638183396,37.562858921604274
큐브(CUBE),"서울특별시 성동구 천호대로 432, 지1층 104호 (용답동, 금풍빌딩)",1.0,127.06396863528646,37.56078189014441
페라리,"서울특별시 성동구 왕십리로24길 8, 3층 (도선동)",1.0,127.03119323954569,37.5630620556883
폭스,"서울특별시 성동구 천호대로 426, 지층 (용답동, 233-6)",1.0,127.06330600473353,37.56087137793211
별밤,서울특별시 성동구 왕십리로22길 6 (도선동),1.0,127.03156543540497,37.56255952406651
오렌지,"서울특별시 성동구 왕십리로20길 8, 동  호 (도선동)",1.0,127.03221572764393,37.562488173554264
마징가 Live & 노래장,"서울특별시 서대문구 통일로 452, 지층 (홍제동)",1.0,126.94111675931909,37.58921317085412
고국산천,"서울특별시 서대문구 수색로2길 18, 지하1층 (남가좌동)",1.0,126.9133521536782,37.56963249192694
예원,"서울특별시 서대문구 연세로2가길 16 (창천동,29-109)",1.0,126.93478991790985,37.55670984834253
베리굿,"서울특별시 서대문구 연세로4길 12, 용성빌딩 지하1,2층 (창천동)",1.0,126.9349848539076,37.556997842403625
연인노래바,"서울특별시 서대문구 연세로4길 12, 용성빌딩 3층 (창천동)",1.0,126.9349848539076,37.556997842403625
샤인궁,"서울특별시 서대문구 연세로2길 7, 2층 (창천동)",1.0,126.93435813298481,37.55604381208493
일번지,"서울특별시 서대문구 통일로 191, 지층 (영천동)",1.0,126.95881219331402,37.570447734472204
준코뮤직타운 연세대점,"서울특별시 서대문구 연세로4길 7, 지하1층 (창천동)",1.0,126.93452085211496,37.55710686814883
라운딩,"서울특별시 서대문구 신촌로 155, 지하1층 나호 (대현동)",1.0,126.94051561776602,37.55689100463612
멀티,서울특별시 서대문구 수색로2길 14 (남가좌동),1.0,126.91337689017577,37.56943827827835
바발루,서울특별시 서대문구 연희로 353 (홍은동),1.0,126.93236386858618,37.58918061490747
와이키키 노래천국,"서울특별시 서대문구 통일로 189, 지하1층 (영천동)",1.0,126.95904407238368,37.570261494677176
캔디 노래클럽,서울특별시 서대문구 연세로4길 6-3 (창천동),1.0,126.93440459209526,37.55682014855835
팡팡,서울특별시 서대문구 수색로 32 (남가좌동),1.0,126.91221872325512,37.56947329052805
쌍쌍메들리,"서울특별시 서대문구 수색로 28-5, 지하1층 (남가좌동)",1.0,126.91292559345274,37.5695251850539
보물섬,서울특별시 서대문구 수색로2길 3 (남가좌동),1.0,126.91312143037426,37.56901152463453
술 파티파티노래방,서울특별시 서대문구 수색로 28 (남가좌동),1.0,126.91270424976183,37.56927632154601
샤방샤방,"서울특별시 서대문구 연세로 3, 지층 (창천동)",1.0,126.93380788838816,37.5560476161164
궁,"서울특별시 서대문구 통일로 457 (홍제동,(지하1층))",1.0,126.9403500661275,37.58923094643751
링코노래타운 신촌점,서울특별시 서대문구 연세로 10 (창천동),1.0,126.93420332472445,37.55636346098811
모카,"서울특별시 서대문구 신촌로 87-4 (창천동,나동 (지하1층))",1.0,126.93338985983345,37.55574877750512
연인노래타운,"서울특별시 서대문구 연세로4길 12, 용성빌딩 4층 (창천동)",1.0,126.9349848539076,37.556997842403625
양지노래주점,"서울특별시 서대문구 수색로 20, 3층 (남가좌동)",1.0,126.91348272122734,37.56879889872935
나이스,"서울특별시 서대문구 연세로4길 12, 용성빌딩 2층 (창천동)",1.0,126.9349848539076,37.556997842403625
잘난남자 노래바,"서울특별시 마포구 연희로 1 (동교동,지하1층)",1.0,126.92318479573879,37.55890361851959
비라인,"서울특별시 마포구 마포대로 38 (도화동,거성빌딩지하15호)",1.0,126.94374892770483,37.53939136474548
다락,"서울특별시 마포구 마포대로 49 (도화동,지하1층 1,2호)",1.0,126.9440118817238,37.540843443588315
신세계,"서울특별시 마포구 양화로 100 (서교동, 지하1층)",1.0,126.9158376191257,37.55267484697296
파레스 노래타운,"서울특별시 마포구 홍익로 29 (서교동, 지하1층)",1.0,126.9188138061394,37.554588015775025
앰(M),"서울특별시 마포구 신촌로14길 5 (노고산동, 지하1층)",1.0,126.93114325963253,37.55566674123415
파레스,"서울특별시 마포구 양화로 136 (서교동, 지하1층)",1.0,126.918800829953,37.554860600037046
놀러와,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 지하 27호)",1.0,126.94305660419839,37.54076794364833
왕궁가요주점,"서울특별시 마포구 서강로 126-1 (노고산동,지하1층)",1.0,126.93201837095425,37.553557346845935
세븐,"서울특별시 마포구 양화로 118 (서교동, 지하1층)",1.0,126.91732735682909,37.55382465103777
허브룸클럽,"서울특별시 강서구 화곡로 327, 2층 (화곡동, 6동)",1.0,126.8476195341007,37.553281553978174
크크크노래바,"서울특별시 강서구 강서로 27, 화곡 심포니 타워 2층 203호 (화곡동)",1.0,126.84431126381378,37.53036806842359
세븐노래바,"서울특별시 강서구 곰달래로24길 24, 지하 1층 (화곡동, 1동)",1.0,126.84414641995717,37.52952122500781
황제노래바,"서울특별시 강서구 강서로5나길 32, 지하 1층 (화곡동, 1동)",1.0,126.84353044977163,37.52877809915118
앵콜노래바,"서울특별시 강서구 곰달래로 52, 지하 1층 (화곡동, 1동)",1.0,126.83572241693452,37.529904099347064
보물썸,"서울특별시 강서구 화곡로 328, 지하 1층 (화곡동)",1.0,126.84807038715468,37.55293072599483
황제,"서울특별시 강서구 양천로57길 13, 지하 2층 201-1호 (가양동, 2동 씨드가양플라자)",1.0,126.84913850153498,37.5636014130424
스타노래바,"서울특별시 강서구 강서로 35, 지하 1층 (화곡동, 1동)",1.0,126.84398107959332,37.53102101003675
부킹노래,"서울특별시 강서구 강서로 33, 지하 1층 (화곡동, 1동)",1.0,126.84414802728043,37.530730655012306
텐 노래바,"서울특별시 강서구 강서로7길 19, 지하 1층 (화곡동, 1동)",1.0,126.84381807199563,37.5294724242692
글램노래바,"서울특별시 강서구 강서로7길 31, 태양빌딩 지하 1층 (화곡동)",1.0,126.84311474991108,37.52937928050025
명품노래바,"서울특별시 강서구 강서로7길 136, 지하 1층 (화곡동)",1.0,126.83724507302901,37.5288931152025
에스노래바,"서울특별시 강서구 곰달래로24길 27, 2층 (화곡동)",1.0,126.84446032003471,37.529396325188316
수노래바,"서울특별시 강서구 곰달래로24길 27, 3층 (화곡동)",1.0,126.84446032003471,37.529396325188316
일번지노래바,"서울특별시 강서구 곰달래로24길 27, 4층 (화곡동, 1동)",1.0,126.84446032003471,37.529396325188316
윈 노래바,"서울특별시 강서구 곰달래로24길 27, 지하 1층 (화곡동, 1동)",1.0,126.84446032003471,37.529396325188316
브이아이피(VIP),"서울특별시 마포구 마포대로 44, 지층 24호 (도화동)",1.0,126.9441662733329,37.53995469952202
보스,"서울특별시 마포구 월드컵북로2길 5 (동교동,B1)",1.0,126.91843532261738,37.55592063710253
믹스믹스 소주호프 노래타운,"서울특별시 마포구 만리재로 15, 제일빌딩 지하층 1,3,4,5,6호 (공덕동)",1.0,126.9497848969091,37.54455962723189
삼층노래팡,서울특별시 마포구 만리재로 15 (공덕동),1.0,126.9497848969091,37.54455962723189
플러팅,"서울특별시 마포구 양화로 128 (서교동, 지하1층)",1.0,126.91810777607597,37.55433361805171
체리체리,"서울특별시 마포구 만리재로 15 (공덕동, 지1층(15,16호))",1.0,126.9497848969091,37.54455962723189
신나는노래시대,"서울특별시 마포구 월드컵북로2길 7 (동교동, 지하1층)",1.0,126.91854656275721,37.556004402755704
차차차,"서울특별시 마포구 만리재로 15 (공덕동, 2층 290호)",1.0,126.9497848969091,37.54455962723189
화수분,"서울특별시 마포구 동교로 164 (서교동, 지1층)",1.0,126.91727267126707,37.55570449637092
밤과음악사이양화점,"서울특별시 마포구 양화로 134, 지하1층 (서교동)",1.0,126.91852286990985,37.55467324789338
로미오노래팡,"서울특별시 마포구 만리재로 15 (공덕동,제일빌딩 210,11)",1.0,126.9497848969091,37.54455962723189
담1,"서울특별시 마포구 마포대로 52 (도화동, 고려아카데미텔 지하1,2호)",1.0,126.94484030156218,37.540342809988395
하얏트,"서울특별시 마포구 마포대로 49, 지하1층동 8호 (도화동,성우빌딩)",1.0,126.9440118817238,37.540843443588315
부르리노래로,"서울특별시 마포구 만리재로 15 (공덕동,제일빌딩 1층 116호)",1.0,126.9497848969091,37.54455962723189
트럼프,"서울특별시 마포구 마포대로 52, 지하1층 48,53,55,59,60호 (도화동, 고려아카데미텔 )",1.0,126.94484030156218,37.540342809988395
코지스페이스,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 B21호)",1.0,126.94305660419839,37.54076794364833
1박2일노래타운,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 지하1층 18-1호)",1.0,126.94305660419839,37.54076794364833
시그니쳐,"서울특별시 마포구 마포대로 44 (도화동,진도빌딩 지하1층 10호,11호)",1.0,126.9441662733329,37.53995469952202
신세계,"서울특별시 마포구 신촌로12가길 37 (노고산동, 2층)",1.0,126.93176847993671,37.555416957203846
썸노래빠,"서울특별시 마포구 큰우물로 75 (도화동, 성지빌딩 지하21호)",1.0,126.9434084019023,37.54126540361848
블루,"서울특별시 마포구 큰우물로 75, 지하1층 (도화동, 17호일부)",1.0,126.9434084019023,37.54126540361848
솜사탕,"서울특별시 마포구 백범로2길 6 (노고산동, 1층일부)",1.0,126.93369173644693,37.55430098210795
헤라,"서울특별시 마포구 큰우물로 76, 지하1층 20호 (도화동)",1.0,126.94305660419839,37.54076794364833
캐슬,"서울특별시 마포구 서강로 137, 신촌센트럴코업레지던스 지하1층 B101~B104호 (노고산동)",1.0,126.9326813481497,37.554623752784764
에이스,"서울특별시 마포구 서강로 131, 신촌아이스페이스오피스텔 지하1층 102호 (노고산동)",1.0,126.93204957128569,37.55439219799454
웰빙,"서울특별시 마포구 서강로 131, 신촌아이스페이스오피스텔 지하1층 비101호 (노고산동)",1.0,126.93204957128569,37.55439219799454
앤크럽(Ann),"서울특별시 마포구 서강로 137-7, 신촌르?메이에르타운(I) 지1층 (노고산동)",1.0,126.93251849082483,37.55487286854001
나인,"서울특별시 마포구 양화로 124, 지하1층 (서교동)",1.0,126.91797037964373,37.5542785770859
킹노래바,"서울특별시 양천구 공항대로 564, 지하 1층 (목동)",1.0,126.8649700043723,37.549075631159
터널,"서울특별시 양천구 신월로 292, 지하 1층 (신정동)",1.0,126.85048196176677,37.52097472322161
타임노래뱅크,"서울특별시 양천구 등촌로 182, 지하 1층 (목동)",1.0,126.85994793873867,37.54576570361003
애플,"서울특별시 강서구 화곡로 320, 지하 1층 (화곡동)",1.0,126.84762123189992,37.552425166495375
샤인노래바,"서울특별시 강서구 강서로 17, 지하 1층 (화곡동, 1동)",1.0,126.84487007330732,37.52941453106292
팡팡노래바,"서울특별시 강서구 강서로 239, 지하 1층 1호 (화곡동, 3동)",1.0,126.83309281252163,37.547189870756796
로망스,"서울특별시 강서구 가로공원로76길 6, 지하 1층 (화곡동, 1동)",1.0,126.83407114565331,37.5367413354286
팡팡노래바,"서울특별시 강서구 강서로 34, 지하 1층 (화곡동, 8동)",1.0,126.84463589085249,37.53092977019929
리젠시,"서울특별시 강서구 공항대로46길 64, 지하 1층 (화곡동, 6동)",1.0,126.848586632384,37.5533384755617
반쥴,"서울특별시 강서구 강서로 243, 지하1층 (화곡동)",1.0,126.83311572061962,37.54740500128242
노라조 노래바,"서울특별시 강서구 강서로 55, 지하 1층 (화곡동, 1동)",1.0,126.8429816673091,37.53264009384259
타임,"서울특별시 강서구 화곡로 322, 지하 1층 (화곡동)",1.0,126.84773385830928,37.552552010420655
SBS노래노래,"서울특별시 강서구 강서로5길 10, 지하 1층 (화곡동, 1동)",1.0,126.84509200147761,37.529012300462455
황진이,"서울특별시 강서구 공항대로 14-1, 지하 1층 (공항동)",1.0,126.80597253340454,37.561263236534145
신세계,"서울특별시 강서구 공항대로46길 84, 지하 1층 (화곡동, 6동)",1.0,126.84807983907955,37.552526126823835
라인,"서울특별시 강서구 화곡로 280, 지하 1층 (화곡동, 6동 삼호빌딩)",1.0,126.84496012982243,37.54942397343853
스토리노래바,"서울특별시 강서구 화곡로58길 8, 보성빌딩 지하1층 (화곡동)",1.0,126.84832858865444,37.55289716727968
놀이터,"서울특별시 강서구 화곡로 326, 지하 1층 (화곡동, 6동)",1.0,126.84793225279228,37.552787001247424
아테네,"서울특별시 강서구 화곡로 324, 한서의원 지하 1층 (화곡동)",1.0,126.84783867553605,37.55266765699395
밀크노래타운,"서울특별시 강서구 공항대로46길 90, 지하 1층 (화곡동, 6동)",1.0,126.84786728551013,37.55236711322123
블루노래바,"서울특별시 강서구 송정로 60, 지하 1층 (공항동)",1.0,126.8072781718389,37.56015068593011
와우노래바,"서울특별시 강서구 방화동로 99-1, 지하 1층 (방화동, 2동)",1.0,126.80980658724609,37.56930256183143
루나,"서울특별시 강서구 화곡로 336, 소암빌딩 지하 1층 (화곡동)",1.0,126.84847773012557,37.55358669008809
황금,"서울특별시 강서구 강서로20길 4, 지하 1층 (화곡동, 8동)",1.0,126.84295313437178,37.53369623671905
귀족,"서울특별시 강서구 화곡로 328, 지하 1층 (화곡동, 6동)",1.0,126.84807038715468,37.55293072599483
테마노래빠,"서울특별시 강서구 강서로 21, 지하 1층 (화곡동, 1동)",1.0,126.84466583055107,37.52979737554601
킹 노래바,"서울특별시 강서구 화곡로 137, 지하 1층 (화곡동, 3동)",1.0,126.83411314743154,37.5409869133799
승리노래바,"서울특별시 강서구 강서로5나길 144, 지하 1층 (화곡동, 1동)",1.0,126.83718843408093,37.52837581136207
황실노래바,"서울특별시 강서구 강서로5길 4, 2층 (화곡동)",1.0,126.8449149324142,37.52925877483423
가야,"서울특별시 강서구 강서로5나길 18, 지하 1층 (화곡동, 1동)",1.0,126.84443363195086,37.52879141872633
하트노래바,"서울특별시 강서구 화곡로 268, 지하 1층 (화곡동, 본동)",1.0,126.84425296184146,37.548532985382614
힐탑,"서울특별시 강서구 공항대로46길 82, 지하 1층 (화곡동, 6동)",1.0,126.8481222260462,37.55266274037887
청록,"서울특별시 강서구 공항대로46길 78, 1층 (화곡동)",1.0,126.84821556511073,37.55277192379962
대벌,서울특별시 영등포구 시흥대로177길 2 (대림동),1.0,126.90258539151378,37.48861449215726
스마일,"서울특별시 영등포구 영중로4길 3-1 (영등포동3가,지하1층)",1.0,126.9039099306708,37.51729646839725
팔팔노래클럽,"서울특별시 영등포구 여의대방로 379 (여의도동,지하13호)",1.0,126.92797103241683,37.51919923260959
지직스,"서울특별시 영등포구 영중로10길 20, 지하1층 (영등포동3가)",1.0,126.90450954296143,37.51883127748179
텔미노래바,"서울특별시 관악구 관악로 174 (봉천동,외 1필지 지하1층)",1.0,126.95003933486741,37.48064152786783
더 The Day 룸 노래클럽,"서울특별시 관악구 신림로 361, 지하1층 (신림동)",1.0,126.92611616784373,37.48642073715986
벤틀리룸노래빠,"서울특별시 관악구 신림로 355, 지상2층 (신림동)",1.0,126.92630577004299,37.486036724374415
뉴스타노래바,"서울특별시 강서구 양천로57길 13, 지하 2층 201호 (가양동, 2동 씨드가양플라자 )",1.0,126.84913850153498,37.5636014130424
명품,"서울특별시 강서구 화곡로 340, 지하 1층 (화곡동, 6동)",1.0,126.84884608417602,37.553862955512635
썸씽,"서울특별시 강서구 화곡로 316, 지하 1층 (화곡동, 6동)",1.0,126.84729422302178,37.55205781042163
디바노래바,"서울특별시 강서구 화곡로 313, 지하 1층 (화곡동)",1.0,126.84683075973086,37.55233109000804
비너스,"서울특별시 강서구 강서로5나길 152, 지하 1층 (화곡동, 1동)",1.0,126.83686734444227,37.528358740259705
타임,"서울특별시 강서구 화곡로 175, 지하 1층 (화곡동, 우장산동)",1.0,126.83821696549897,37.5420929617115
드라마,"서울특별시 강서구 화곡로20길 51, 지하 1층 (화곡동, 1동)",1.0,126.8341102059717,37.53813536365624
팡팡노래빠,"서울특별시 강서구 공항대로46길 100, 지하 1층 (화곡동, 6동)",1.0,126.84751621300083,37.551978158870384
요준코소주호프노래타운,"서울특별시 강서구 공항대로46길 90, 5층 (화곡동, 6동)",1.0,126.84786728551013,37.55236711322123
승리노래바,"서울특별시 강서구 강서로 171, 지하 1층 (화곡동, 3동)",1.0,126.83694087145876,37.54179563145156
궁궐노래노래,"서울특별시 강서구 월정로 102, 지하 1층 (화곡동, 1동)",1.0,126.83665952773949,37.52837316914236
마돈나,"서울특별시 강서구 화곡로 311, 지하 1층 (화곡동, 6동)",1.0,126.84663419606763,37.55210116672022
강서성인나이트,"서울특별시 강서구 화곡로 354-10, 지하 1~2층 (화곡동, 6동)",1.0,126.84956413936665,37.55453441829269
황궁노래바,"서울특별시 강서구 강서로 21, 2층 (화곡동, 1동)",1.0,126.84458202898422,37.529944479587826
발리,"서울특별시 강서구 강서로7길 5, 2층 (화곡동)",1.0,126.84452346307702,37.52958718810535
테마,"서울특별시 강서구 우장산로 128, 스카이관광호텔 지하 1층 (화곡동)",1.0,126.84720652245358,37.553002282062096
궁전노래노래,"서울특별시 강서구 강서로5나길 32, 2층 (화곡동, 1동)",1.0,126.84353044977163,37.52877809915118
황후,"서울특별시 강서구 화곡로 316, 지하 1층 (화곡동, 6동)",1.0,126.84729422302178,37.55205781042163
칼튼비지니스,"서울특별시 강서구 화곡로 354-10, 2층 (화곡동, 6동)",1.0,126.84956413936665,37.55453441829269
이지,"서울특별시 강서구 화곡로 327, 이지호텔 14층 (화곡동)",1.0,126.8476195341007,37.553281553978174
첼로,"서울특별시 강북구 도봉로87길 7, 3층 (수유동)",1.0,127.02213866182608,37.638170191350056
지중해,"서울특별시 강북구 도봉로87길 3, 덕인빌딩 지하1층 (수유동)",1.0,127.02227219295159,37.63809261224351
타임,"서울특별시 강북구 도봉로87길 3, 덕인빌딩 지하1층 01호 (수유동)",1.0,127.02227219295159,37.63809261224351
인스타,"서울특별시 강북구 오패산로 417, 지하1층 (번동)",1.0,127.02294626347667,37.63761655719678
솜사탕,"서울특별시 강북구 도봉로87길 3-8, 1층 (수유동)",1.0,127.02201225407406,37.638048579929276
와바,"서울특별시 강북구 노해로 3, 평익타워 지층 b01호 (수유동)",1.0,127.01979937857408,37.63590263179377
엠비씨(MBC) 노래주점,"서울특별시 강북구 도봉로 355-8, B1층 (수유동)",1.0,127.02359933790459,37.63947851116328
메이드,"서울특별시 강북구 도봉로87길 6, 5층 (수유동)",1.0,127.02244992134044,37.63833232816925
대포차(大포차),"서울특별시 강북구 도봉로 333, 정우빌딩 지하1층 (수유동)",1.0,127.02213517256449,37.637869477108445
골든블루,"서울특별시 강북구 도봉로 333, 정우빌딩 지하1층 (수유동)",1.0,127.02213517256449,37.637869477108445
다이아,"서울특별시 강북구 도봉로 332, 홍승빌딩 지하1층 (번동)",1.0,127.02257034475289,37.63741443004225
아바타,서울특별시 도봉구 노해로69길 21-11 (창동),1.0,127.04717909143741,37.65313047598352
아레나2,"서울특별시 도봉구 마들로11길 65, 지하2층 (창동, 유진빌딩)",1.0,127.04682065187703,37.65338459932586
코리아,"서울특별시 도봉구 마들로11가길 13-6, 지하1층 (창동)",1.0,127.04666314865446,37.65269907501454
기모찌,"서울특별시 도봉구 노해로 389, 지하1층 (창동, 제일빌딩)",1.0,127.04846958994288,37.65277379523133
왕과비,"서울특별시 도봉구 노해로65길 17, 지하1층 101호 (창동, 중앙빌딩)",1.0,127.0431887728154,37.65205155462703
준코뮤직타운 창동점,"서울특별시 도봉구 노해로 381, 지하1층 (창동)",1.0,127.04757388623123,37.6525499571545
신세계,"서울특별시 도봉구 노해로69길 15, 세정빌딩 지하1층 (창동)",1.0,127.04772397530772,37.65294624472445
에스비에스,"서울특별시 도봉구 노해로69길 15-15, 104호 (창동, 점보빌딩)",1.0,127.0472422443343,37.6528339841028
가왕,"서울특별시 도봉구 마들로11길 73, 지하1층 3호,4호 (창동)",1.0,127.04621362754303,37.65323375825315
엠비씨(M. B. C),"서울특별시 도봉구 마들로11길 71, 지하1층 (창동)",1.0,127.04645871616982,37.65329069464773
와와,"서울특별시 도봉구 마들로11길 73, 지하층 1,2호 (창동, 콤마빌딩)",1.0,127.04621362754303,37.65323375825315
아레나,"서울특별시 도봉구 마들로11길 65, 지하1층 1호 (창동, 유진빌딩)",1.0,127.04682065187703,37.65338459932586
엠비씨2,"서울특별시 도봉구 마들로11가길 15, 지하1층 2,3,4,5,6,7,25,26호 (창동, 콤마빌딩)",1.0,127.04639125379856,37.652635756743955
폭스노래클럽,"서울특별시 도봉구 마들로11가길 15, 2층 202호 (창동)",1.0,127.04639125379856,37.652635756743955
팝콘,"서울특별시 도봉구 노해로69길 15-15, 지하1층 (창동, 점보빌딩(27,28,29,30,39,40,42,43호))",1.0,127.0472422443343,37.6528339841028
두꺼비노래장,"서울특별시 도봉구 마들로11길 65, 지하층 3호 (창동, 유진빌딩)",1.0,127.04682065187703,37.65338459932586
창동노래타운,"서울특별시 도봉구 마들로11길 57, B1층 101호 (창동, EQ 빌딩)",1.0,127.04727534071394,37.65349027057633
놀이터,"서울특별시 도봉구 노해로69길 15, 5층 (창동, 세정빌딩)",1.0,127.04772397530772,37.65294624472445
스타비어,"서울특별시 도봉구 마들로11길 73, 3층 303호 (창동)",1.0,127.04621362754303,37.65323375825315
베트남노래주점,"서울특별시 도봉구 노해로69길 21-11, 201호, 202호, 203호, 204호 (창동)",1.0,127.04717909143741,37.65313047598352
호박관광나이트클럽,"서울특별시 노원구 노해로 456, 동방빌딩 지하층 (상계동)",1.0,127.0557589422191,37.653525476582054
노원 별밤,서울특별시 노원구 동일로 1417 (상계동),1.0,127.05706930706434,37.65509366604156
토마토,"서울특별시 노원구 노해로 494, 지하1층 2,3,4호 (상계동)",1.0,127.06010841996131,37.654511360454094
고구려노래클럽,서울특별시 노원구 노해로 447 (상계동),1.0,127.0548647783038,37.65398731420984
슈퍼모델,"서울특별시 노원구 노해로77길 14-3, 지하1층 (상계동, 문화빌딩)",1.0,127.05641772784092,37.654909555357996
청노루,서울특별시 노원구 노해로75길 14-19 (상계동),1.0,127.05556298679261,37.654721687418125
피터팬,"서울특별시 노원구 노해로75길 20-21 (상계동,2층)",1.0,127.05551224606774,37.654989807164796
럭셔리,"서울특별시 노원구 노해로 457, 은성빌딩 지하1층 (상계동)",1.0,127.05585456891691,37.65420432392103
준코뮤직타운 노원점,"서울특별시 노원구 노해로 492, 프린스빌딩 지하1층 (상계동)",1.0,127.05979840835874,37.65444082872795
비전,"서울특별시 노원구 동일로 1393, 지하층 지하2호 (상계동)",1.0,127.0576249377749,37.652941485783366
에스라인,서울특별시 노원구 노해로77길 14-7 (상계동),1.0,127.05666101627799,37.65496241256747
넘버원(NO.1),"서울특별시 노원구 노해로75길 14-25 (상계동,지하1층)",1.0,127.0558682550851,37.65478944020593
골드러쉬 (GOLD RUSH),서울특별시 노원구 노해로75길 14-22 (상계동),1.0,127.05582384963039,37.654522248408824
갤럭시클럽,"서울특별시 노원구 노해로75길 14-12 (상계동,유남빌딩 지하)",1.0,127.05524818715332,37.654394416229756
보스노래밤,"서울특별시 노원구 노해로 490, 길빌딩 3층 304, 305호 (상계동)",1.0,127.059536701761,37.65438188804032
SBS노래바,"서울특별시 노원구 노해로75길 14-18, 2층 (상계동, 도영빌딩)",1.0,127.0555100573065,37.654452591606415
노원 아레나 클럽,"서울특별시 노원구 노해로77길 22, 지하2층 (상계동)",1.0,127.05634872606221,37.655173542098545
논다 노래타운 노원점,"서울특별시 노원구 노해로 490, 길빌딩 7층 (상계동)",1.0,127.059536701761,37.65438188804032
몰디브,"서울특별시 노원구 노해로75길 14-18, 지하1층 (상계동)",1.0,127.0555100573065,37.654452591606415
메이저,"서울특별시 노원구 노해로77길 22, 노블레스관광호텔 3층 (상계동)",1.0,127.05634872606221,37.655173542098545
나이아가라,서울특별시 중구 세종대로 64 (북창동),1.0,126.97428507211863,37.56196987666398
서울관 70/80,서울특별시 중구 퇴계로 429 (황학동),1.0,127.01648281560989,37.56589630021316
타워,"서울특별시 중구 삼일대로 299, 지하1층 (충무로2가)",1.0,126.98558156140744,37.56156833304015
비너스,"서울특별시 중구 세종대로 26 (남대문로5가,지상2층)",1.0,126.97154975341759,37.55870261404949
호박성인나이트,"서울특별시 은평구 통일로 730 (불광동,(지하1층))",1.0,126.92719590471218,37.61080207972497
청춘 별이 빛나는 밤,"서울특별시 은평구 통일로 855-20 (갈현동, 지1층)",1.0,126.91703667831109,37.6197230459288
술마시는조운노래방,"서울특별시 은평구 불광로 29-1 (대조동,(지하1층))",1.0,126.92620533763669,37.6110261005357
힐링노래밤,"서울특별시 은평구 통일로 722, 지하1층 106호 (불광동)",1.0,126.92763230649408,37.61017133380694
칸,"서울특별시 은평구 통일로 863, 지1층 (갈현동)",1.0,126.91711983389516,37.62001715243479
벤츠,서울특별시 은평구 통일로 863-8 (갈현동),1.0,126.91681072610247,37.61982011689163
퀸,서울특별시 은평구 통일로66길 2 (불광동),1.0,126.92777011667201,37.61024627078086
블루노래바,"서울특별시 은평구 응암로11길 12 (응암동,(지층))",1.0,126.91270421235431,37.588677905112185
노래큐(Q),"서울특별시 은평구 연서로26길 9 (대조동,(지1층))",1.0,126.91766677783569,37.61709077284519
초코렛 노래밤,"서울특별시 은평구 통일로66길 1 (불광동,(지하1층))",1.0,126.92764625624689,37.61039308624519
투투노래밤,"서울특별시 은평구 통일로66길 4-2, 지층 (불광동)",1.0,126.92784309874759,37.6101632630569
볼보노래밤,"서울특별시 은평구 통일로65길 24, 지하1층 (대조동)",1.0,126.92552511694346,37.60903128363047
메이퀸,"서울특별시 은평구 응암로13길 9 (응암동,(지하1층))",1.0,126.91335648704774,37.5894058619565
하나스탠드,"서울특별시 은평구 통일로 716-1, 지하1층 (불광동)",1.0,126.92784932868713,37.60992118078196
왕스타 노래바,"서울특별시 은평구 응암로13길 8, 지하1층 (응암동)",1.0,126.91337069441377,37.5898549352119
만추,"서울특별시 은평구 진흥로 163, 보승빌딩 지층 (대조동)",1.0,126.92502583470244,37.60899888329224
클라라노래바,"서울특별시 은평구 응암로11길 6-2, 지1층 (응암동)",1.0,126.91319215328204,37.58850384777448
씨스타 비키니 노래바,"서울특별시 은평구 응암로11길 6 (응암동, 지1층)",1.0,126.91329574068408,37.58849717159501
미래노래바,"서울특별시 은평구 통일로 724 (불광동,(지하1층))",1.0,126.92750639152817,37.61031579371895
다원,"서울특별시 은평구 은평로 99 (응암동,(지하1층))",1.0,126.91584473699574,37.599929060705676
두 바이,"서울특별시 은평구 통일로 714-1, 2층 (불광동)",1.0,126.92799346928138,37.60975481828049
레드＆핫,"서울특별시 은평구 통일로 855-16 (갈현동, 3층)",1.0,126.9173814414891,37.619505934598386
에이스,"서울특별시 은평구 가좌로 231 (응암동,(지하1층))",1.0,126.91371522574072,37.59027791016696
덤노래팡,"서울특별시 은평구 연서로27길 8-6 (갈현동,(지하1층))",1.0,126.9160668956846,37.61795170159609
미미노래팡,"서울특별시 은평구 통일로 721 (대조동,(지하1층))",1.0,126.9270516867761,37.60999251623427
천사노래밤,"서울특별시 은평구 불광로 27 (대조동,(지상2층))",1.0,126.92591619830763,37.61076246057355
